Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2020-01-25 17:00:00,761,40.0,32.0
Guangdong,Mainland China,2020-01-25 17:00:00,78,,2.0
Zhejiang,Mainland China,2020-01-25 17:00:00,62,,1.0
Chongqing,Mainland China,2020-01-25 17:00:00,57,,
Hunan,Mainland China,2020-01-25 17:00:00,43,,
Beijing,Mainland China,2020-01-25 17:00:00,41,,2.0
Anhui,Mainland China,2020-01-25 17:00:00,39,,
Shanghai,Mainland China,2020-01-25 17:00:00,33,,1.0
Henan,Mainland China,2020-01-25 17:00:00,32,,
Sichuan,Mainland China,2020-01-25 17:00:00,28,,
Shandong,Mainland China,2020-01-25 17:00:00,27,,
Guangxi,Mainland China,2020-01-25 17:00:00,23,,
Hainan,Mainland China,2020-01-25 17:00:00,19,,
Jiangxi,Mainland China,2020-01-25 17:00:00,18,,
Fujian,Mainland China,2020-01-25 17:00:00,18,,
Jiangsu,Mainland China,2020-01-25 17:00:00,18,,1.0
Liaoning,Mainland China,2020-01-25 17:00:00,17,,
Shaanxi,Mainland China,2020-01-25 17:00:00,15,,
Yunnan,Mainland China,2020-01-25 17:00:00,11,,
Tianjin,Mainland China,2020-01-25 17:00:00,10,,
Heilongjiang,Mainland China,2020-01-25 17:00:00,9,1.0,
Hebei,Mainland China,2020-01-25 17:00:00,8,1.0,
Inner Mongolia,Mainland China,2020-01-25 17:00:00,7,,
Shanxi,Mainland China,2020-01-25 17:00:00,6,,
Hong Kong,Hong Kong,2020-01-25 17:00:00,5,,
Guizhou,Mainland China,2020-01-25 17:00:00,4,,
Jilin,Mainland China,2020-01-25 17:00:00,4,,
Gansu,Mainland China,2020-01-25 17:00:00,4,,
Ningxia,Mainland China,2020-01-25 17:00:00,3,,
Taiwan,Taiwan,2020-01-25 17:00:00,3,,
Xinjiang,Mainland China,2020-01-25 17:00:00,3,,
Macau,Macau,2020-01-25 17:00:00,2,,
Qinghai,Mainland China,2020-01-25 17:00:00,1,,
Washington,US,2020-01-25 17:00:00,1,,
Illinois,US,2020-01-25 17:00:00,1,,
,Japan,2020-01-25 17:00:00,2,,
,Thailand,2020-01-25 17:00:00,7,,
,South Korea,2020-01-25 17:00:00,2,,
,Singapore,2020-01-25 17:00:00,3,,
,Vietnam,2020-01-25 17:00:00,2,,
,France,2020-01-25 17:00:00,3,,
,Australia,2020-01-25 17:00:00,4,,
,Nepal,2020-01-25 17:00:00,1,,
,Malaysia,2020-01-25 17:00:00,3,,
