Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2020-01-24 17:00:00,549.0,24.0,31.0
Guangdong,Mainland China,2020-01-24 17:00:00,53.0,,2.0
Zhejiang,Mainland China,2020-01-24 17:00:00,43.0,,1.0
Beijing,Mainland China,2020-01-24 17:00:00,36.0,,1.0
Chongqing,Mainland China,2020-01-24 17:00:00,27.0,,
Hunan,Mainland China,2020-01-24 17:00:00,24.0,,
Guangxi,Mainland China,2020-01-24 17:00:00,23.0,,
Shanghai,Mainland China,2020-01-24 17:00:00,20.0,,1.0
Jiangxi,Mainland China,2020-01-24 17:00:00,18.0,,
Sichuan,Mainland China,2020-01-24 17:00:00,15.0,,
Shandong,Mainland China,2020-01-24 17:00:00,15.0,,
Anhui,Mainland China,2020-01-24 17:00:00,15.0,,
Fujian,Mainland China,2020-01-24 17:00:00,10.0,,
Henan,Mainland China,2020-01-24 17:00:00,9.0,,
Jiangsu,Mainland China,2020-01-24 17:00:00,9.0,,
Hainan,Mainland China,2020-01-24 17:00:00,8.0,,
Tianjin,Mainland China,2020-01-24 17:00:00,8.0,,
Yunnan,Mainland China,2020-01-24 17:00:00,5.0,,
Shaanxi,Mainland China,2020-01-24 17:00:00,5.0,,
Heilongjiang,Mainland China,2020-01-24 17:00:00,4.0,1.0,
Liaoning,Mainland China,2020-01-24 17:00:00,4.0,,
Guizhou,Mainland China,2020-01-24 17:00:00,3.0,,
Jilin,Mainland China,2020-01-24 17:00:00,3.0,,
Taiwan,Taiwan,2020-01-24 17:00:00,3.0,,
Ningxia,Mainland China,2020-01-24 17:00:00,2.0,,
Hong Kong,Hong Kong,2020-01-24 17:00:00,2.0,,
Macau,Macau,2020-01-24 17:00:00,2.0,,
Hebei,Mainland China,2020-01-24 17:00:00,2.0,1.0,
Gansu,Mainland China,2020-01-24 17:00:00,2.0,,
Xinjiang,Mainland China,2020-01-24 17:00:00,2.0,,
Shanxi,Mainland China,2020-01-24 17:00:00,1.0,,
Inner Mongolia,Mainland China,2020-01-24 17:00:00,1.0,,
Qinghai,Mainland China,2020-01-24 17:00:00,,,
Washington,US,2020-01-24 17:00:00,1.0,,
Chicago,US,2020-01-24 17:00:00,1.0,,
,Japan,2020-01-24 17:00:00,2.0,,
,Thailand,2020-01-24 17:00:00,5.0,,
,South Korea,2020-01-24 17:00:00,2.0,,
,Singapore,2020-01-24 17:00:00,3.0,,
,Vietnam,2020-01-24 17:00:00,2.0,,
,France,2020-01-24 17:00:00,2.0,,
