Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Anhui,Mainland China,2020-01-23 17:00:00,9.0,,
Beijing,Mainland China,2020-01-23 17:00:00,22.0,,
Chongqing,Mainland China,2020-01-23 17:00:00,9.0,,
Fujian,Mainland China,2020-01-23 17:00:00,5.0,,
Gansu,Mainland China,2020-01-23 17:00:00,2.0,,
Guangdong,Mainland China,2020-01-23 17:00:00,32.0,,2.0
Guangxi,Mainland China,2020-01-23 17:00:00,5.0,,
Guizhou,Mainland China,2020-01-23 17:00:00,3.0,,
Hainan,Mainland China,2020-01-23 17:00:00,5.0,,
Hebei,Mainland China,2020-01-23 17:00:00,1.0,1.0,
Heilongjiang,Mainland China,2020-01-23 17:00:00,2.0,,
Henan,Mainland China,2020-01-23 17:00:00,5.0,,
Hong Kong,Hong Kong,2020-01-23 17:00:00,2.0,,
Hubei,Mainland China,2020-01-23 17:00:00,444.0,17.0,28.0
Hunan,Mainland China,2020-01-23 17:00:00,9.0,,
Inner Mongolia,Mainland China,2020-01-23 17:00:00,,,
Jiangsu,Mainland China,2020-01-23 17:00:00,5.0,,
Jiangxi,Mainland China,2020-01-23 17:00:00,7.0,,
Jilin,Mainland China,2020-01-23 17:00:00,1.0,,
Liaoning,Mainland China,2020-01-23 17:00:00,3.0,,
Macau,Macau,2020-01-23 17:00:00,2.0,,
Ningxia,Mainland China,2020-01-23 17:00:00,1.0,,
Qinghai,Mainland China,2020-01-23 17:00:00,,,
Shaanxi,Mainland China,2020-01-23 17:00:00,3.0,,
Shandong,Mainland China,2020-01-23 17:00:00,6.0,,
Shanghai,Mainland China,2020-01-23 17:00:00,16.0,,
Shanxi,Mainland China,2020-01-23 17:00:00,1.0,,
Sichuan,Mainland China,2020-01-23 17:00:00,8.0,,
Taiwan,Taiwan,2020-01-23 17:00:00,1.0,,
Tianjin,Mainland China,2020-01-23 17:00:00,4.0,,
Tibet,Mainland China,2020-01-23 17:00:00,,,
Washington,US,2020-01-23 17:00:00,1.0,,
Xinjiang,Mainland China,2020-01-23 17:00:00,2.0,,
Yunnan,Mainland China,2020-01-23 17:00:00,2.0,,
Zhejiang,Mainland China,2020-01-23 17:00:00,27.0,,
,Japan,2020-01-23 17:00:00,1.0,,
,Thailand,2020-01-23 17:00:00,3.0,,
,South Korea,2020-01-23 17:00:00,1.0,,
,Singapore,2020-01-23 17:00:00,1.0,,
,Philippines,2020-01-23 17:00:00,,,
,Malaysia,2020-01-23 17:00:00,,,
,Vietnam,2020-01-23 17:00:00,2.0,,
,Australia,2020-01-23 17:00:00,,,
,Mexico,2020-01-23 17:00:00,,,
,Brazil,2020-01-23 17:00:00,,,
,Colombia,2020-01-23 17:00:00,,,
